Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Satisfaction Score,Total Delay Time
1,1,0.321,0,1,0.106,81,63.0,0,0.679,144.0
1,0,0.231,1,1,0.033,0,5.0,0,0.768,5.0
0,1,0.615,1,0,0.788,0,0.0,1,0.757,0.0
0,1,0.564,1,0,0.54,60,75.0,1,0.836,135.0
1,1,0.423,1,0,0.465,0,0.0,1,0.618,0.0
0,1,0.231,1,0,0.771,0,0.0,1,0.471,0.0
1,1,0.808,0,1,0.076,0,14.0,0,0.686,14.0
1,1,0.615,1,1,0.177,19,11.0,0,0.475,30.0
0,1,0.59,0,1,0.047,70,55.0,0,0.507,125.0
0,1,0.846,1,0,0.426,0,0.0,0,0.386,0.0
1,1,0.321,1,2,0.167,0,0.0,1,0.45,0.0
0,1,0.295,0,2,0.042,0,0.0,0,0.521,0.0
0,1,0.154,0,1,0.056,91,92.0,0,0.8,183.0
0,1,0.333,1,0,0.737,0,0.0,1,0.664,0.0
1,1,0.077,0,1,0.095,0,0.0,0,0.625,0.0
0,1,0.59,1,2,0.105,0,0.0,1,0.636,0.0
1,0,0.308,1,1,0.22,0,20.0,0,0.493,20.0
0,1,0.705,1,0,0.636,0,0.0,1,0.589,0.0
0,1,0.282,0,1,0.213,8,11.0,0,0.664,19.0
0,1,0.641,1,0,0.561,0,7.0,1,0.65,7.0
0,1,0.346,1,0,0.762,0,0.0,1,0.332,0.0
0,0,0.487,1,1,0.181,26,44.0,0,0.675,70.0
1,1,0.744,0,1,0.033,0,0.0,0,0.436,0.0
1,1,0.526,1,0,0.041,0,0.0,0,0.589,0.0
1,1,0.013,0,1,0.142,0,0.0,0,0.493,0.0
0,1,0.372,0,1,0.158,32,12.0,0,0.618,44.0
1,1,0.526,1,0,0.413,0,0.0,1,0.754,0.0
1,1,0.038,0,1,0.466,1,0.0,0,0.775,1.0
0,0,0.218,1,1,0.162,14,0.0,1,0.732,14.0
0,1,0.577,1,0,0.353,4,7.0,1,0.729,11.0
0,0,0.462,1,1,0.206,0,0.0,0,0.629,0.0
1,1,0.179,1,0,0.126,6,0.0,1,0.743,6.0
1,0,0.218,1,1,0.11,0,0.0,0,0.5,0.0
0,0,0.423,1,0,0.084,4,0.0,1,0.704,4.0
1,1,0.013,0,1,0.042,0,0.0,0,0.482,0.0
1,1,0.423,1,0,0.104,0,0.0,1,0.8,0.0
0,1,0.436,1,0,0.51,0,0.0,1,0.846,0.0
1,1,0.769,0,2,0.494,0,0.0,0,0.818,0.0
0,1,0.423,1,0,0.606,8,28.0,1,0.711,36.0
1,1,0.564,1,0,0.068,0,0.0,1,0.621,0.0
1,1,0.667,1,0,0.187,1,13.0,0,0.407,14.0
0,1,0.282,1,0,0.442,0,0.0,1,0.639,0.0
0,1,0.808,0,1,0.086,19,45.0,1,0.529,64.0
0,1,0.064,0,2,0.376,28,45.0,0,0.607,73.0
0,0,0.244,1,0,0.249,9,0.0,1,0.511,9.0
0,1,0.436,1,0,0.685,0,0.0,1,0.729,0.0
0,1,0.679,1,0,0.093,0,0.0,1,0.668,0.0
0,1,0.41,0,1,0.027,0,0.0,0,0.493,0.0
1,1,0.782,0,1,0.219,7,0.0,0,0.675,7.0
0,1,0.321,1,0,0.435,0,0.0,1,0.604,0.0
0,1,0.141,0,1,0.265,0,0.0,0,0.675,0.0
0,1,0.103,0,1,0.055,0,0.0,0,0.6,0.0
1,1,0.462,1,0,0.347,0,7.0,1,0.675,7.0
0,1,0.538,0,1,0.037,0,0.0,0,0.575,0.0
0,1,0.231,0,1,0.092,8,14.0,0,0.607,22.0
1,1,0.551,0,1,0.068,0,0.0,0,0.511,0.0
1,1,0.41,1,0,0.347,132,123.0,1,0.664,255.0
1,1,0.333,1,0,0.15,140,129.0,1,0.514,269.0
0,1,0.128,0,0,0.034,40,27.0,0,0.504,67.0
0,1,0.436,1,0,0.076,0,5.0,1,0.379,5.0
0,1,0.308,1,0,0.316,0,0.0,1,0.868,0.0
1,0,0.41,1,0,0.034,0,0.0,1,0.504,0.0
0,1,0.731,1,0,0.494,4,0.0,1,0.757,4.0
0,1,0.577,1,0,0.788,0,25.0,1,0.589,25.0
1,1,0.295,1,0,0.53,8,7.0,0,0.557,15.0
1,1,0.449,1,1,0.053,32,29.0,1,0.711,61.0
1,1,0.526,1,0,0.104,62,46.0,1,0.693,108.0
0,1,0.282,0,1,0.168,0,0.0,0,0.55,0.0
1,0,0.205,1,1,0.048,62,84.0,1,0.721,146.0
0,1,0.859,1,1,0.021,43,41.0,0,0.543,84.0
0,1,0.679,1,0,0.251,10,0.0,0,0.493,10.0
1,1,0.5,1,0,0.637,0,0.0,0,0.539,0.0
0,1,0.615,1,0,0.085,0,2.0,1,0.589,2.0
0,1,0.436,1,0,0.394,0,0.0,1,0.825,0.0
0,1,0.667,0,0,0.318,41,19.0,0,0.568,60.0
0,1,0.641,1,0,0.197,3,0.0,1,0.921,3.0
1,1,0.372,1,1,0.086,0,0.0,0,0.525,0.0
0,1,0.115,0,1,0.056,2,0.0,0,0.621,2.0
1,1,0.603,1,0,0.158,0,0.0,1,0.796,0.0
1,0,0.397,1,1,0.077,17,2.0,0,0.504,19.0
0,1,0.372,1,1,0.032,0,0.0,1,0.443,0.0
1,1,0.231,1,0,0.235,0,5.0,1,0.768,5.0
1,1,0.615,0,2,0.158,25,19.0,0,0.514,44.0
1,1,0.423,0,1,0.299,0,0.0,0,0.475,0.0
1,1,0.179,0,1,0.121,9,0.0,0,0.589,9.0
1,0,0.397,1,0,0.037,0,0.0,0,0.475,0.0
1,1,0.038,0,1,0.166,1,1.0,0,0.711,2.0
1,1,0.679,1,0,0.207,214,210.0,1,0.618,424.0
1,0,0.487,1,1,0.198,0,0.0,0,0.636,0.0
0,0,0.603,1,1,0.11,0,8.0,0,0.361,8.0
0,1,0.564,1,0,0.647,0,13.0,1,0.775,13.0
0,1,0.474,1,0,0.552,8,15.0,1,0.7,23.0
1,1,0.5,0,2,0.074,0,0.0,0,0.696,0.0
0,0,0.167,1,0,0.076,0,0.0,1,0.675,0.0
1,1,0.474,1,0,0.228,0,4.0,1,0.643,4.0
0,1,0.372,0,2,0.346,0,0.0,0,0.382,0.0
1,1,0.077,0,1,0.068,63,47.0,0,0.846,110.0
0,1,0.397,0,2,0.068,0,0.0,0,0.532,0.0
1,1,0.333,1,0,0.042,0,0.0,1,0.536,0.0
0,1,0.718,0,1,0.134,7,32.0,0,0.393,39.0
1,1,0.679,1,0,0.2,5,0.0,1,0.861,5.0
1,1,0.705,0,1,0.027,0,0.0,0,0.475,0.0
1,1,0.551,1,1,0.019,0,0.0,0,0.55,0.0
1,1,0.218,1,2,0.238,1,0.0,1,0.721,1.0
1,1,0.103,0,1,0.128,35,35.0,0,0.771,70.0
0,1,0.346,1,0,0.061,0,0.0,0,0.607,0.0
1,1,0.372,1,0,0.407,0,62.0,0,0.507,62.0
1,1,0.551,1,0,0.31,0,0.0,1,0.768,0.0
0,1,0.154,0,1,0.084,2,0.0,1,0.475,2.0
0,1,0.577,1,0,0.517,0,0.0,1,0.846,0.0
0,1,0.551,1,0,0.425,1,0.0,1,0.836,1.0
1,0,0.244,1,1,0.124,0,0.0,0,0.414,0.0
1,0,0.538,1,0,0.285,15,3.0,0,0.757,18.0
0,1,0.603,0,2,0.114,0,0.0,0,0.614,0.0
0,0,0.256,1,0,0.054,28,51.0,1,0.721,79.0
0,1,0.679,1,0,0.521,17,10.0,1,0.8,27.0
0,1,0.038,0,1,0.169,0,0.0,0,0.729,0.0
1,1,0.103,0,1,0.168,0,1.0,0,0.689,1.0
1,0,0.167,1,1,0.046,6,0.0,0,0.539,6.0
0,1,0.577,1,0,0.478,109,100.0,1,0.629,209.0
0,1,0.679,0,1,0.158,38,22.0,0,0.386,60.0
0,1,0.474,1,0,0.498,0,0.0,1,0.764,0.0
1,1,0.551,1,1,0.022,71,58.0,1,0.704,129.0
0,1,0.423,1,0,0.628,145,147.0,1,0.761,292.0
1,0,0.205,1,1,0.164,0,0.0,0,0.493,0.0
1,1,0.295,0,1,0.168,26,14.0,0,0.629,40.0
0,1,0.564,0,0,0.347,10,0.0,0,0.593,10.0
1,1,0.654,1,1,0.055,17,3.0,0,0.421,20.0
0,1,0.5,0,1,0.115,0,0.0,1,0.693,0.0
0,1,0.577,1,0,0.047,97,123.0,0,0.586,220.0
0,0,0.167,1,0,0.051,13,8.0,1,0.861,21.0
0,1,0.5,1,0,0.089,0,0.0,1,0.639,0.0
0,0,0.5,1,1,0.247,0,0.0,0,0.479,0.0
1,1,0.5,1,0,0.551,0,0.0,1,0.714,0.0
0,1,0.628,1,0,0.669,0,2.0,1,0.482,2.0
0,1,0.603,0,0,0.512,0,0.0,0,0.768,0.0
1,1,0.615,1,0,0.699,1,0.0,1,0.821,1.0
1,0,0.256,1,0,0.151,26,23.0,0,0.643,49.0
0,1,0.577,0,1,0.139,0,0.0,0,0.682,0.0
0,1,0.141,0,1,0.285,3,0.0,0,0.636,3.0
1,1,0.526,1,0,0.524,0,0.0,1,0.536,0.0
0,1,0.756,0,1,0.093,15,0.0,0,0.818,15.0
0,1,0.449,1,0,0.056,19,11.0,1,0.843,30.0
0,1,0.462,1,0,0.572,8,0.0,0,0.407,8.0
0,1,0.372,1,0,0.522,9,3.0,0,0.45,12.0
0,1,0.551,1,0,0.525,0,3.0,1,0.636,3.0
1,1,0.487,0,1,0.092,0,0.0,0,0.546,0.0
1,1,0.487,1,0,0.628,0,0.0,0,0.468,0.0
1,1,0.628,1,0,0.426,38,25.0,1,0.829,63.0
0,1,0.449,1,1,0.129,60,71.0,1,0.568,131.0
1,1,0.654,1,0,0.312,0,0.0,1,0.789,0.0
0,1,0.026,0,1,0.22,0,0.0,0,0.561,0.0
0,1,0.679,0,1,0.494,15,79.0,0,0.621,94.0
1,1,0.577,0,1,0.489,0,0.0,0,0.564,0.0
0,1,0.551,0,1,0.17,0,0.0,0,0.664,0.0
0,1,0.064,0,1,0.393,0,29.0,0,0.546,29.0
1,1,0.551,1,1,0.483,2,0.0,0,0.539,2.0
0,1,0.667,0,1,0.257,0,0.0,0,0.771,0.0
1,0,0.179,1,0,0.336,0,0.0,1,0.568,0.0
0,1,0.654,0,0,0.055,0,0.0,0,0.571,0.0
0,1,0.564,1,0,0.407,26,23.0,0,0.539,49.0
0,1,0.179,0,1,0.186,0,34.0,0,0.468,34.0
0,1,0.474,1,0,0.168,0,3.0,0,0.704,3.0
1,0,0.205,1,1,0.088,7,0.0,0,0.379,7.0
1,0,0.41,1,0,0.029,0,7.0,0,0.664,7.0
1,1,0.295,1,0,0.644,16,16.0,0,0.55,32.0
1,1,0.244,0,2,0.023,12,2.0,1,0.65,14.0
1,0,0.218,1,1,0.045,0,2.0,1,0.589,2.0
0,1,0.756,0,0,0.051,0,0.0,0,0.636,0.0
1,1,0.474,0,1,0.075,7,0.0,0,0.55,7.0
1,0,0.397,1,1,0.05,10,0.0,1,0.732,10.0
1,1,0.397,1,0,0.374,0,0.0,1,0.636,0.0
0,1,0.218,0,1,0.114,0,0.0,0,0.479,0.0
1,0,0.449,1,1,0.042,93,123.0,0,0.432,216.0
0,1,0.654,1,0,0.165,0,0.0,1,0.875,0.0
1,1,0.615,1,0,0.627,56,61.0,1,0.786,117.0
0,1,0.821,1,2,0.194,3,0.0,0,0.35,3.0
1,1,0.513,1,0,0.424,26,18.0,1,0.779,44.0
0,1,0.577,1,0,0.786,0,0.0,1,0.721,0.0
0,1,0.141,0,1,0.058,0,0.0,0,0.618,0.0
0,1,0.333,1,1,0.025,30,49.0,1,0.796,79.0
0,1,0.359,1,2,0.103,48,42.0,0,0.561,90.0
0,1,0.282,1,0,0.555,114,95.0,1,0.664,209.0
0,1,0.641,1,0,0.778,1,0.0,1,0.832,1.0
1,1,0.5,1,0,0.51,4,10.0,1,0.714,14.0
1,1,0.41,1,0,0.036,0,2.0,1,0.721,2.0
1,1,0.705,0,1,0.183,0,0.0,1,0.382,0.0
1,1,0.667,0,0,0.041,5,0.0,0,0.446,5.0
0,1,0.769,0,2,0.02,0,0.0,0,0.454,0.0
1,1,0.167,0,1,0.568,0,0.0,0,0.625,0.0
1,0,0.218,1,1,0.044,5,0.0,1,0.925,5.0
1,1,0.615,1,0,0.435,277,275.0,1,0.632,552.0
1,0,0.192,1,1,0.099,0,0.0,1,0.811,0.0
0,1,0.026,0,1,0.312,0,0.0,0,0.589,0.0
1,1,0.628,0,1,0.348,9,40.0,0,0.561,49.0
0,1,0.513,1,0,0.111,1,0.0,0,0.521,1.0
0,1,0.474,1,0,0.71,0,8.0,1,0.804,8.0
1,1,0.128,1,1,0.184,0,0.0,1,0.7,0.0
1,1,0.474,0,1,0.099,10,6.0,0,0.618,16.0
1,0,0.231,1,1,0.198,9,29.0,0,0.639,38.0
0,1,0.718,0,1,0.055,0,2.0,0,0.611,2.0
1,1,0.538,1,0,0.445,0,0.0,1,0.454,0.0
0,1,0.731,1,2,0.03,0,0.0,1,0.821,0.0
1,1,0.333,0,1,0.133,0,0.0,0,0.675,0.0
1,1,0.192,1,0,0.462,3,9.0,1,0.689,12.0
0,1,0.833,1,0,0.43,22,14.0,0,0.668,36.0
1,1,0.487,1,0,0.348,0,0.0,1,0.682,0.0
0,0,0.397,1,1,0.073,0,0.0,0,0.732,0.0
1,0,0.603,1,0,0.029,0,0.0,0,0.779,0.0
0,1,0.603,0,1,0.272,11,4.0,0,0.486,15.0
0,1,0.333,1,2,0.458,23,46.0,0,0.529,69.0
1,1,0.564,1,1,0.034,8,14.0,0,0.3,22.0
1,1,0.859,1,0,0.034,18,79.0,1,0.754,97.0
1,1,0.667,1,0,0.114,0,0.0,1,0.843,0.0
1,0,0.179,1,0,0.066,0,0.0,0,0.529,0.0
1,1,0.321,1,1,0.186,14,8.0,0,0.646,22.0
1,1,0.513,1,0,0.309,0,0.0,1,0.85,0.0
1,1,0.487,1,0,0.08,0,0.0,0,0.489,0.0
1,1,0.372,1,0,0.33,0,0.0,1,0.729,0.0
0,0,0.231,1,1,0.1,0,57.0,0,0.4,57.0
0,1,0.526,0,1,0.189,0,0.0,0,0.332,0.0
0,1,0.346,1,1,0.534,0,0.0,1,0.489,0.0
1,1,0.013,0,1,0.489,0,0.0,0,0.368,0.0
0,1,0.679,1,0,0.43,0,0.0,1,0.757,0.0
0,1,0.026,0,1,0.148,51,0.0,0,0.564,51.0
1,1,0.436,1,2,0.201,37,55.0,1,0.6,92.0
1,1,0.218,1,0,0.549,15,7.0,0,0.55,22.0
1,1,0.513,1,0,0.185,0,0.0,1,0.846,0.0
0,1,0.462,1,0,0.698,0,0.0,1,0.846,0.0
0,1,0.538,1,0,0.113,9,0.0,1,0.85,9.0
1,1,0.436,0,1,0.106,0,0.0,0,0.654,0.0
1,0,0.218,1,0,0.141,10,19.0,1,0.343,29.0
0,1,0.936,1,1,0.218,0,0.0,1,0.575,0.0
0,0,0.256,1,1,0.029,0,0.0,0,0.589,0.0
1,1,0.346,0,1,0.312,0,0.0,0,0.893,0.0
0,0,0.077,1,1,0.239,0,0.0,0,0.432,0.0
0,1,0.282,1,2,0.209,129,119.0,0,0.643,248.0
1,1,0.615,1,0,0.363,0,0.0,1,0.814,0.0
1,1,0.449,0,0,0.239,0,2.0,0,0.496,2.0
1,0,0.256,1,1,0.032,24,18.0,0,0.621,42.0
0,1,0.487,1,0,0.583,9,1.0,1,0.661,10.0
0,1,0.218,1,1,0.068,5,5.0,1,0.518,10.0
0,1,0.436,1,0,0.394,10,6.0,0,0.443,16.0
1,1,0.436,1,0,0.156,0,0.0,1,0.789,0.0
0,1,0.397,0,1,0.056,0,6.0,0,0.607,6.0
0,1,0.769,1,0,0.32,0,7.0,0,0.432,7.0
0,1,0.385,1,0,0.41,0,0.0,1,0.607,0.0
0,1,0.538,1,0,0.526,0,0.0,1,0.864,0.0
0,1,0.551,1,2,0.012,0,11.0,1,0.725,11.0
0,1,0.564,1,0,0.112,0,0.0,1,0.821,0.0
0,1,0.564,1,0,0.377,0,0.0,1,0.739,0.0
0,0,0.192,1,1,0.121,0,0.0,0,0.593,0.0
0,1,0.346,0,1,0.289,0,0.0,0,0.807,0.0
0,1,0.782,0,1,0.109,33,28.0,0,0.65,61.0
0,1,0.641,1,1,0.148,0,34.0,1,0.768,34.0
0,1,0.577,1,0,0.085,0,1.0,1,0.682,1.0
0,1,0.423,1,0,0.121,16,16.0,0,0.418,32.0
1,1,0.731,0,1,0.086,0,0.0,0,0.732,0.0
1,1,0.744,0,1,0.22,6,4.0,0,0.643,10.0
0,1,0.551,0,2,0.139,26,16.0,0,0.682,42.0
1,0,0.167,1,0,0.042,0,1.0,1,0.625,1.0
1,0,0.269,1,1,0.17,0,0.0,0,0.5,0.0
0,1,0.103,0,1,0.084,0,0.0,0,0.589,0.0
0,0,0.179,1,0,0.105,25,18.0,1,0.875,43.0
1,1,0.244,1,0,0.387,493,485.0,1,0.893,978.0
1,1,0.128,0,1,0.479,0,0.0,1,0.546,0.0
1,1,0.731,0,1,0.074,0,0.0,1,0.293,0.0
1,1,0.474,1,1,0.084,1,0.0,0,0.586,1.0
1,1,0.513,1,0,0.161,28,27.0,1,0.696,55.0
0,1,0.59,1,0,0.586,3,2.0,1,0.893,5.0
0,1,0.654,0,1,0.147,72,60.0,0,0.371,132.0
0,1,0.526,1,0,0.393,0,0.0,0,0.504,0.0
1,1,0.474,1,0,0.706,0,0.0,1,0.704,0.0
0,1,0.679,1,0,0.285,26,31.0,1,0.821,57.0
0,1,0.564,1,0,0.699,0,0.0,1,0.771,0.0
0,1,0.538,1,0,0.146,9,0.0,1,0.707,9.0
1,0,0.09,1,1,0.226,6,57.0,0,0.464,63.0
1,1,0.154,0,1,0.041,0,0.0,0,0.536,0.0
1,0,0.218,1,1,0.246,0,0.0,0,0.461,0.0
1,1,0.551,0,1,0.229,5,0.0,0,0.582,5.0
0,0,0.41,1,1,0.032,1,2.0,0,0.514,3.0
0,1,0.179,0,1,0.125,0,0.0,1,0.429,0.0
1,0,0.295,1,2,0.148,0,0.0,0,0.332,0.0
0,1,0.0,0,2,0.217,6,0.0,0,0.518,6.0
0,1,0.423,1,1,0.113,0,0.0,0,0.382,0.0
0,1,0.551,1,0,0.117,14,27.0,0,0.461,41.0
1,1,0.269,1,0,0.039,0,2.0,1,0.618,2.0
0,1,0.538,1,0,0.657,0,0.0,1,0.957,0.0
0,1,0.654,1,0,0.069,13,10.0,1,0.664,23.0
0,0,0.205,1,0,0.208,5,0.0,1,0.507,5.0
0,1,0.526,1,0,0.584,6,0.0,1,0.893,6.0
1,1,0.205,0,1,0.113,6,0.0,0,0.614,6.0
0,1,0.628,1,0,0.167,0,5.0,1,0.754,5.0
1,1,0.333,1,2,0.156,3,7.0,0,0.671,10.0
0,1,0.41,1,0,0.069,7,7.0,0,0.604,14.0
1,0,0.231,1,0,0.195,41,30.0,1,0.75,71.0
1,1,0.449,1,0,0.021,0,0.0,1,0.804,0.0
1,1,0.628,0,1,0.073,72,62.0,0,0.521,134.0
1,0,0.167,1,1,0.145,0,0.0,1,0.9,0.0
0,1,0.282,1,0,0.697,0,0.0,1,0.664,0.0
1,1,0.128,1,0,0.16,0,0.0,0,0.429,0.0
1,1,0.423,1,0,0.091,0,0.0,1,0.896,0.0
1,0,0.141,1,1,0.197,0,0.0,0,0.675,0.0
1,1,0.205,0,2,0.06,32,28.0,0,0.446,60.0
1,1,0.282,0,1,0.014,0,0.0,0,0.554,0.0
1,0,0.154,1,2,0.197,0,0.0,1,0.432,0.0
1,1,0.474,1,2,0.054,11,11.0,0,0.475,22.0
1,1,0.141,1,0,0.322,0,0.0,1,0.829,0.0
1,1,0.538,1,0,0.724,0,0.0,1,0.775,0.0
0,1,0.333,0,1,0.217,0,11.0,0,0.746,11.0
1,1,0.615,1,1,0.091,4,0.0,1,0.554,4.0
1,1,0.256,0,1,0.308,1,0.0,0,0.475,1.0
1,1,0.449,1,0,0.727,0,0.0,1,0.682,0.0
0,1,0.141,1,2,0.05,0,0.0,0,0.657,0.0
1,0,0.167,1,1,0.085,0,0.0,1,0.754,0.0
1,1,0.936,1,0,0.483,0,0.0,1,0.689,0.0
1,1,0.705,1,1,0.211,332,336.0,0,0.604,668.0
0,1,0.667,1,0,0.596,0,29.0,1,0.85,29.0
0,1,0.513,1,0,0.217,0,0.0,1,0.757,0.0
0,0,0.256,1,1,0.181,11,11.0,0,0.714,22.0
0,1,0.615,1,0,0.322,0,0.0,1,0.896,0.0
0,1,0.603,1,0,0.8,0,0.0,0,0.443,0.0
1,1,0.577,1,0,0.107,26,21.0,1,0.782,47.0
1,0,0.256,1,2,0.093,15,11.0,0,0.525,26.0
0,0,0.551,1,1,0.102,0,0.0,0,0.65,0.0
0,1,0.654,1,0,0.758,0,13.0,1,0.771,13.0
1,1,0.231,1,0,0.489,0,0.0,1,0.736,0.0
0,1,0.808,0,1,0.069,0,0.0,0,0.464,0.0
0,1,0.026,0,1,0.037,0,0.0,0,0.693,0.0
1,1,0.705,0,1,0.159,0,0.0,1,0.6,0.0
0,0,0.833,1,1,0.058,14,4.0,0,0.632,18.0
0,1,0.077,0,1,0.055,0,0.0,0,0.504,0.0
1,1,0.205,1,0,0.158,0,0.0,1,0.693,0.0
0,1,0.282,0,1,0.068,9,0.0,0,0.525,9.0
1,1,0.5,1,1,0.068,2,7.0,0,0.621,9.0
0,1,0.423,1,1,0.117,27,47.0,1,0.682,74.0
0,1,0.205,1,0,0.761,0,0.0,1,0.864,0.0
0,1,0.487,1,1,0.118,0,0.0,1,0.618,0.0
0,1,0.603,1,2,0.158,7,4.0,0,0.296,11.0
1,1,0.603,1,0,0.088,1,12.0,1,0.411,13.0
0,1,0.359,0,1,0.068,0,0.0,1,0.793,0.0
0,1,0.679,1,2,0.065,0,0.0,1,0.839,0.0
1,0,0.705,1,1,0.057,0,21.0,0,0.479,21.0
1,1,0.667,0,1,0.037,0,0.0,0,0.354,0.0
0,1,0.603,0,1,0.055,13,6.0,0,0.632,19.0
0,1,0.269,0,1,0.114,36,52.0,0,0.493,88.0
1,1,0.628,1,0,0.073,14,17.0,0,0.486,31.0
0,1,0.179,1,0,0.331,125,128.0,0,0.464,253.0
1,1,0.474,1,1,0.162,0,0.0,1,0.8,0.0
1,1,0.256,0,1,0.018,0,0.0,0,0.561,0.0
0,1,0.385,1,1,0.058,55,48.0,0,0.496,103.0
0,1,0.346,0,1,0.039,32,46.0,0,0.607,78.0
1,0,0.154,1,1,0.143,0,0.0,0,0.611,0.0
1,1,0.744,0,0,0.014,0,0.0,0,0.443,0.0
1,1,0.679,1,0,0.641,102,97.0,1,0.8,199.0
1,1,0.603,1,0,0.041,3,0.0,0,0.475,3.0
1,1,0.038,0,1,0.105,18,13.0,0,0.693,31.0
1,1,0.603,1,0,0.093,13,29.0,0,0.614,42.0
1,1,0.128,1,0,0.78,1,0.0,0,0.404,1.0
1,1,0.564,1,1,0.107,12,11.0,1,0.8,23.0
1,1,0.551,1,0,0.197,0,0.0,1,0.889,0.0
0,1,0.654,1,0,0.411,0,0.0,0,0.45,0.0
1,1,0.295,1,0,0.786,1,0.0,0,0.557,1.0
0,1,0.628,1,0,0.306,34,18.0,1,0.514,52.0
0,0,0.295,1,0,0.064,0,0.0,0,0.582,0.0
1,1,0.513,1,1,0.034,0,0.0,0,0.596,0.0
0,0,0.192,1,1,0.037,9,11.0,0,0.675,20.0
0,0,0.526,1,0,0.039,0,5.0,0,0.575,5.0
1,0,0.256,1,1,0.103,0,0.0,0,0.686,0.0
0,1,0.679,0,1,0.249,0,0.0,0,0.636,0.0
1,1,0.423,1,0,0.798,12,4.0,1,0.771,16.0
0,1,0.295,1,2,0.205,15,12.0,0,0.675,27.0
0,1,0.218,1,0,0.618,10,4.0,0,0.393,14.0
0,1,0.756,0,1,0.243,0,0.0,1,0.654,0.0
1,1,0.628,1,0,0.071,0,0.0,0,0.5,0.0
1,1,0.808,0,1,0.17,0,12.0,0,0.4,12.0
0,1,0.615,0,1,0.134,0,0.0,0,0.586,0.0
1,1,0.128,1,0,0.057,29,29.0,0,0.532,58.0
0,1,0.5,1,0,0.213,0,0.0,0,0.4,0.0
0,1,0.218,1,0,0.168,0,0.0,1,0.457,0.0
1,1,0.667,0,1,0.02,0,3.0,0,0.468,3.0
0,1,0.141,0,0,0.032,1,2.0,0,0.554,3.0
1,1,0.615,0,1,0.054,136,156.0,0,0.629,292.0
0,1,0.5,1,1,0.033,0,0.0,1,0.718,0.0
0,1,0.244,0,1,0.087,0,0.0,1,0.886,0.0
1,0,0.192,1,1,0.116,0,0.0,1,0.411,0.0
0,1,0.705,0,1,0.183,0,0.0,0,0.768,0.0
0,1,0.167,0,1,0.367,40,46.0,0,0.643,86.0
0,0,0.269,1,0,0.075,31,20.0,1,0.539,51.0
1,1,0.641,0,1,0.263,3,0.0,0,0.614,3.0
1,1,0.026,0,1,0.089,14,5.0,0,0.45,19.0
1,1,0.282,1,0,0.496,0,14.0,0,0.371,14.0
0,1,0.603,1,0,0.357,60,55.0,1,0.668,115.0
1,1,0.526,1,1,0.051,64,69.0,1,0.646,133.0
1,0,0.513,1,0,0.089,11,0.0,1,0.714,11.0
1,1,0.423,1,1,0.032,8,0.0,1,0.721,8.0
1,0,0.269,1,1,0.197,0,0.0,0,0.439,0.0
0,1,0.256,1,0,0.264,0,0.0,1,0.911,0.0
0,1,0.667,1,0,0.113,0,0.0,1,0.793,0.0
0,1,0.269,1,1,0.127,35,59.0,0,0.514,94.0
1,1,0.436,1,0,0.116,0,0.0,1,0.693,0.0
0,1,0.564,0,1,0.214,0,32.0,0,0.686,32.0
0,1,0.615,1,0,0.733,0,0.0,0,0.511,0.0
0,1,0.282,1,0,0.321,0,0.0,1,0.861,0.0
1,0,0.359,1,0,0.423,3,3.0,0,0.657,6.0
0,1,0.41,1,0,0.2,4,0.0,1,0.771,4.0
1,0,0.538,1,0,0.058,0,1.0,0,0.55,1.0
0,1,0.59,1,0,0.73,42,25.0,0,0.457,67.0
0,1,0.603,1,0,0.486,0,0.0,1,0.932,0.0
1,1,0.474,0,1,0.075,0,0.0,1,0.496,0.0
0,1,0.436,1,0,0.021,0,0.0,1,0.793,0.0
1,1,0.359,0,1,0.133,0,1.0,0,0.439,1.0
0,1,0.538,1,0,0.747,0,0.0,1,0.589,0.0
0,1,0.744,0,1,0.467,0,1.0,0,0.479,1.0
1,1,0.41,1,0,0.411,0,0.0,0,0.404,0.0
0,1,0.128,1,0,0.467,0,0.0,1,0.861,0.0
0,1,0.385,0,1,0.029,93,99.0,0,0.55,192.0
0,1,0.346,0,1,0.068,0,0.0,0,0.471,0.0
1,1,0.538,1,1,0.145,49,49.0,1,0.679,98.0
1,1,0.603,1,0,0.378,0,0.0,1,0.789,0.0
1,0,0.167,1,1,0.21,0,0.0,0,0.414,0.0
1,1,0.577,1,0,0.78,0,50.0,1,0.521,50.0
1,1,0.474,0,1,0.233,5,0.0,1,0.771,5.0
1,0,0.179,1,1,0.534,0,17.0,0,0.425,17.0
1,1,0.731,0,1,0.037,81,72.0,0,0.582,153.0
0,1,0.538,0,1,0.168,0,44.0,0,0.614,44.0
0,1,0.462,0,1,0.051,0,0.0,0,0.404,0.0
1,1,0.487,1,0,0.079,1,0.0,0,0.786,1.0
1,1,0.641,1,0,0.652,0,0.0,1,0.739,0.0
0,1,0.718,1,1,0.108,0,0.0,1,0.711,0.0
0,1,0.705,0,1,0.198,0,11.0,0,0.489,11.0
1,1,0.692,1,2,0.148,0,23.0,0,0.579,23.0
1,0,0.141,1,2,0.055,44,58.0,0,0.439,102.0
1,1,0.5,1,0,0.592,416,407.0,1,0.743,823.0
1,1,0.462,1,0,0.586,18,2.0,1,0.714,20.0
